Time	User	Comment
3/14/2019 10:39 PM	Elena Long	At 2.5V ~ 25 mW power to tune position before starting power test
3/14/2019 11:05 PM	Nathaly Santiesteban	Best distance from the waveguide to the source after the optimmization is 1 inch.\n
3/14/2019 11:49 PM	Lab	<FILL START>
3/15/2019 12:00 AM	Elena Long	At some unknown point the mmwaves turned themselves off, meaning we're back to a TE by accident. On the bright side, why the polarization kept going down while trying to optimize now makes sense.
3/15/2019 12:08 AM	Lab	<FILL COMPLETE> 24.18 Liters added.
3/15/2019 12:09 AM	Elena Long	Dry gas helium tank at 1700 PSI
3/15/2019 12:15 AM	Elena Long	Took a few TEs on the VME which seemed to come out high (0.78% at 4K), but they all agreed with each other so moving on and just assuming my CC is off by a factor of ~6
3/15/2019 12:16 AM	Elena Long	mmWaves just turned themselves off again. Assuming bad USB extension cable, replacing.
3/15/2019 12:35 AM	Elena Long	For angular waveguide optimization, the marker I showed <@U718TESMV> earlier works the best
3/15/2019 12:40 AM	Elena Long	Best angle position (trust the mark to the right of the number 4, the silver top moves occasionally)
3/15/2019 12:40 AM	Elena Long	"Best height between bottom of silver part and top of 3\/4\"" quick connect is 2\"" on the dot"
3/15/2019 12:41 AM	Elena Long	"Best height between bottom of mmwaves (the black part of the green box, not the gray part of the stand) is 1\"""
3/15/2019 12:47 AM	Elena Long	Best x position is hard to describe where it is exactly, but easy to find. Eyeball it first, then move it left and right in increments of ~10,000 steps until it stops going up, then go again until it dips down, then go back 20,000 steps and it's optimized
3/15/2019 12:48 AM	Elena Long	Pretty much the same process for optimizing the y axis, though use 50,000 steps there because of the planetary gears (the x axis doesn't have them)
3/15/2019 12:53 AM	Elena Long	Position optimized, beginning frequency optimization
3/15/2019 12:55 AM	Elena Long	  ---  attached=[img_20190315_005515.jpg]
3/15/2019 1:01 AM	Elena Long	Just noticed that temp in the nose started climbing, made it to 4.5 K. Opened separator more, waiting for it to cool before continuing power test.
3/15/2019 1:06 AM	Elena Long	Gate valve has been closed for forever, I only just noticed it was labeled as 'open' in the VI so I clicked it
3/15/2019 1:06 AM	Elena Long	Nose is full of 4.2 K liquid again
3/15/2019 1:07 AM	Elena Long	Continuing frequency optimization
3/15/2019 1:14 AM	Elena Long	Polarization starting to make big jumps with each movement of 0.0001 GHz, I think I'm getting close
3/15/2019 1:40 AM	Elena Long	Optimum positive polarization should occur at nu_e + nu_p = 140,140 MHz + 212.88 MHz =~ 140,353 MHz. Divide that by 12 to get what I feed the x12 multiplier/amplifier chain and I get 11,696.01 MHz for my expected saturation. 
3/15/2019 1:41 AM	Elena Long	Currently at 11,684 MHz and still going up
3/15/2019 1:42 AM	Elena Long	OOP I've finally found the far end! 11685 MHz x 12 was too far and started to drop
3/15/2019 1:44 AM	Elena Long	Down to 11,683 and it's started to climb again
3/15/2019 2:02 AM	Elena Long	OMG I love this! Ok, so, gyromagnetic ratios. gamma_e/2pi = 28,024.9516 MHz/T according to NIST. gamma_p/2pi = 42.57747892 MHz/T. If I take the frequency I feed into the mmwaves that gives the max polarization, which seems to be 11,683.5 MHz. I multiply that by 12, which is what the amplifier/multiplier chain does, giving f_mm = 140.202 GHz. Divide f_mm by (gamma_e+gamma_p)/2pi should give me B. The field I get from that? 4.9952 T. PHYSICS WORKS!!!
3/15/2019 2:04 AM	Elena Long	So if I use the same equation but with (gamma_e - gamma_p) instead of (gamma_e + gamma_p) then I should be able to cause a spin-flip
3/15/2019 2:09 AM	Elena Long	Ok, before spin flip attempt  ---  attached=[20190315_020844.jpg]
3/15/2019 2:08 AM	Elena Long	Mathing that, I should need f_mm = 11,648.1295504 MHz to cause a spin flip. Let's try it!
3/15/2019 2:09 AM	Elena Long	Polarization dropping fast, let's see!
3/15/2019 2:11 AM	Elena Long	  ---  attached=[20190315_021116.jpg]
3/15/2019 2:13 AM	Elena Long	Good bye my probably false 10% polarization at 10% power  ---  attached=[img_20190315_021259.jpg]
3/15/2019 2:30 AM	Elena Long	Getting close to the right frequency for a flip but not quite there yet  ---  attached=[img_20190315_023023.jpg]
3/15/2019 2:36 AM	Elena Long	I don't think I'm quite going to get it right now, but I'm close. Reverse frequency seemed best at 11637 MHz x 12  ---  attached=[img_20190315_023551.jpg]
3/15/2019 2:35 AM	Elena Long	Going back to positive enhancement, f_mm=11,683.5 MHz x 12
3/15/2019 2:36 AM	Elena Long	Holy polarization that shot up quick! Good, the frequency doesn't seem to have changed. :-)
3/15/2019 2:38 AM	Elena Long	  ---  attached=[img_20190315_023834.jpg]
3/15/2019 2:40 AM	Elena Long	<@U70SSTQFL> You're getting a beautiful spin up curve on the VME from that test  ---  attached=[img_20190315_023958.jpg]
3/15/2019 2:41 AM	Elena Long	f_mm = 11,637 MHz x 12 for negative enhancement shoved into the calculation gives B=4.990 T
3/15/2019 2:44 AM	Elena Long	Ok, getting close enough to saturated at 8.76 % pol that I'm ready to start the power test
3/15/2019 2:44 AM	Elena Long	UCA currently at 2.528 V
3/15/2019 2:45 AM	Elena Long	UCA now at 2.004 V =~ 75 mW
3/15/2019 2:51 AM	Elena Long	Nearing saturation at 15.7%  ---  attached=[img_20190315_025041.jpg]
3/15/2019 2:50 AM	Elena Long	UCA at 1.7450 V =~ 100 mW
3/15/2019 2:56 AM	Elena Long	Saturating around 19.38%. Realized I forgot to turn on the pumps to cool things! Doing that first before next power bump.  ---  attached=[20190315_025532.jpg]
3/15/2019 2:57 AM	Lab	<BACKING PUMP ON>
3/15/2019 3:00 AM	Elena Long	Pump on, gate valve open, everything cold, polarization rising past 25%
3/15/2019 3:02 AM	Elena Long	28.75% and rising. Temp at 2.6 K and dropping. Shells frosting, turned on heater straps and keeping a close eye on them.
3/15/2019 3:04 AM	Elena Long	Taking magnet out of persistent mode just in case, as LHe level is dropping quite a bit faster now.
3/15/2019 3:06 AM	Elena Long	30% and rising
3/15/2019 3:08 AM	Elena Long	Everything is stabilizing around 2.4 K. Going to turn on the roots. 
3/15/2019 3:07 AM	Lab	<ROOTS ON>
3/15/2019 3:11 AM	Elena Long	34% and rising
3/15/2019 3:12 AM	Elena Long	  ---  attached=[img_20190315_031145.jpg]
3/15/2019 3:12 AM	Elena Long	Polarization seems stable. Upping mmwave power. 
3/15/2019 3:12 AM	Elena Long	UCA at 1.5018 V =~ 150 mW. Pol at 36.75% and increasing.
3/15/2019 3:15 AM	Elena Long	38.6% and stabalizing
3/15/2019 3:16 AM	Elena Long	  ---  attached=[img_20190315_031601.jpg]
3/15/2019 3:18 AM	Elena Long	Mmwaves at 1.2445 V =~ 200 mW
3/15/2019 3:19 AM	Elena Long	Not much change in Polarization, holding around 38%
3/15/2019 3:19 AM	Elena Long	UCA at 0.9986 V =~ 275 mW. Pol rose slightly to 39%
3/15/2019 3:20 AM	Elena Long	  ---  attached=[img_20190315_031918.jpg]
3/15/2019 3:20 AM	Elena Long	UCA at 0.5064 V =~325 mW. No change in polarization. Roots not puiulling as hard, temp rising slightly.
3/15/2019 3:21 AM	Elena Long	UCA at 0 V = FULL POWER no change in pol
3/15/2019 3:21 AM	Elena Long	Turning off roots
3/15/2019 3:23 AM	Elena Long	  ---  attached=[img_20190315_032051.jpg]
3/15/2019 3:22 AM	Lab	<ROOTS OFF>
3/15/2019 3:23 AM	Elena Long	  ---  attached=[img_20190315_032301.jpg]
3/15/2019 3:22 AM	Elena Long	Closing gate valve
3/15/2019 3:23 AM	Elena Long	Gate valve closed, turning off roughing pump. And just in time as the low level alarm just went off.
3/15/2019 3:25 AM	Elena Long	  ---  attached=[img_20190315_032517.jpg]
3/15/2019 3:24 AM	Lab	<BACKING PUMP OFF>
3/15/2019 3:25 AM	Elena Long	Power test complete. Going to quick grab the NMR from the other systems
3/15/2019 3:30 AM	Elena Long	Q meter still beautiful with an enhanced signal
3/15/2019 3:31 AM	Elena Long	VNA also still beautiful  ---  attached=[img_20190315_033058.jpg]
3/15/2019 3:32 AM	Elena Long	  ---  attached=[20190315_032945.jpg]
3/15/2019 3:34 AM	Lab	<FILL START>
3/15/2019 3:35 AM	Elena Long	Dry helium gas at ~1700 psi before opening
3/15/2019 3:37 AM	Elena Long	I think 30 K on the heater PID works really well, would recommend leaving it (though I'll turn it off now as I prep for leaving for the evening)
3/15/2019 3:38 AM	Elena Long	Beginning magnet ramp down, will occassionally swap between systems to get data on all
3/15/2019 3:41 AM	Elena Long	Oh, right, ramping down means the signal just shoots off to the left. LOL. Nevermind. 
3/15/2019 3:43 AM	Elena Long	mmwaves attenuated and turned off
3/15/2019 3:48 AM	Lab	<FILL COMPLETE> 25.64 Liters added.
3/15/2019 3:50 AM	Elena Long	Fridge is flooded to the bottom of the seperator, the magnet is topped off. Dry gas line just below 1700 psi (<25 psi used during that fill, that's how it's DONE!). All pop-off vales are set correctly, dry gas line closed and double-checked. Silver dewar pop-off line open, all others closed. Heater off. Everything seems stable, just waiting for the magnet to finish ramping down at this point.
3/15/2019 3:56 AM	Elena Long	"Dewar I used, I measured the level with the old 'big stick until it hisses' method and go ~38"" down from the top, which is ~133 liters left."
3/15/2019 4:27 AM	Elena Long	Last tiny bit of flooding the fridge while the magnet finishes ramping down
3/15/2019 4:33 AM	Elena Long	Everything turned off. I left the VNA running if y'all want to have fun trying to see the NMR signal appear while ramping up (this didn't occur to me until now, but I would love to know if it's possible to see it at 1 T. I tried for a couple minutes tonight but didn't see it and am exhausted.) Fridge filled, magnet filled, pumps off, heater off, all pop-off vales checked to make sure they're open, quadruple checked I closed the dry gas and liquid lines. I'll be back...sometime. But at least the power test is done. Good luck tomorrow morning!!
3/15/2019 4:36 AM	Elena Long	  ---  attached=[img_20190315_043613.jpg]
3/15/2019 4:41 AM	Elena Long	Oh, and even with backing and roots on I managed to not lose the shells pressure. They went up a bit, but stayed mostly under control. Should be some images of it happening in the screenshots above. 
3/15/2019 4:41 AM	Elena Long	Oh, and even with backing and roots on I managed to not lose the shells pressure. They went up a bit, but stayed mostly under control. Should be some images of it happening in the screenshots above. 
3/15/2019 4:41 AM	Elena Long	Oh, and even with backing and roots on I managed to not lose the shells pressure. They went up a bit, but stayed mostly under control. Should be some images of it happening in the screenshots above. 
3/15/2019 8:57 AM	David Ruth	Wow, it sounds like the power study was a resounding success up to the saturation point of aroldite!
3/15/2019 9:01 AM	karl slifer	Yes, congrats for getting it done during a tough night. Can someone plot p vs power so we can see for sure?  And who\u2019s gonna be in this morning?
3/15/2019 9:05 AM	David Ruth	I'm on my way in now! Soon as I get in I'll make a plot of the points ellie recorded on slack
3/15/2019 9:12 AM	Nathaly Santiesteban	I will be there soon
3/15/2019 10:27 AM	David Ruth	Calibrated CCS seems to have changed by about 0.15 K during the magnet ramp, while calibrated cernox stayed the same. Possible result of magnetic cooling?
3/15/2019 11:47 AM	Nathaly Santiesteban	Thomas moved the flowmeter to the exit of the main roots. Good Data at 1 K for Chile.
3/15/2019 12:19 PM	karl slifer	We did a TE (4k) this morning and then a quick re measure of the power curve, also at 4k. The power saturation was not as obvious and the max polarization was about 9% at 4k. (Calibration constant was much diff from last night. Nataly will post plots). Then we turned on the fridge and went to about 1 k. Polarization was stillsteadily growing at about 17%. Then unexplained nosedive in the polarization and bunch of things went wrong at once. \n\nWe turned off microwaves and figure out what triggered the polarization loss.   ---  attached=[image_from_ios.jpg]
3/15/2019 12:22 PM	karl slifer	And we seem to have a chord gremlin. Vapor pressure, shells pressure, pirani and separator pump were all unplugged at various points this morning. Please make a log if unplugging critical stuffs. 
3/15/2019 12:36 PM	Nathaly Santiesteban	Resulta of the power test  ---  attached=[img_20190315_123125.jpg]
3/15/2019 12:37 PM	Nathaly Santiesteban	Polarization of last night seems to have a factor of 10 compares to the measured today. Therfore, Ellies polarization pointa are \/10.
3/15/2019 12:39 PM	Nathaly Santiesteban	  ---  attached=[img_20190315_123404.jpg]
3/15/2019 12:39 PM	Nathaly Santiesteban	  ---  attached=[img_20190315_123404.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:08 PM	karl slifer	Target stick is out, easy-peezy lemon squeezy. Looks none the worse for wear.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:33 PM	Elena Long	My guess was that my points were off by at least a factor of 6 given the weird TEs I was getting before starting
3/15/2019 2:35 PM	Elena Long	The polarization curve looks a lot like the power curve
3/15/2019 2:37 PM	David Ruth	Not sure if someone already mentioned but the weird TE you took last night was certainly a result of the vapor pressure being unplugged, as that's the temperature the te pol uses in my calculator
3/15/2019 2:38 PM	Elena Long	Ok, so that could be recalculated using the NMR curves and the Cernox to get my actual polarization, yeah?
3/15/2019 2:39 PM	Elena Long	Because even though they were weird, I took multiple and the CC at least seemed to agree well with each other
3/15/2019 2:40 PM	David Ruth	Yeah, absolutely. The TE data is there, we just need to match it to the stick thermistor data instead
3/15/2019 2:42 PM	Elena Long	And we can depolarize really quickly now at least :-)
3/15/2019 2:53 PM	karl slifer	I spoke too soon. Nmr lines 1,2,4 on stick are completely open which explains why no signal yesterday. And I don\u2019t understand what is going on inside the stick. See attached photo. It look nigh impossible to navigate the hdmi and nmr connectors around this bundle of soldered semirigid cable. I assume something weird happened since this was made but maybe this is part of the design?  If so, I don\u2019t see how to make the connections without the semirigid cable destroying the thermom wires in the ladder.   ---  attached=[image_from_ios.jpg]
3/15/2019 2:53 PM	karl slifer	  ---  attached=[image_from_ios.jpg]
3/15/2019 2:57 PM	Elena Long	There were some last minute changes because of the NMR connector problems
3/15/2019 2:57 PM	Elena Long	I found it easier yesterday to unscrew the inner part, too, pull out gently, make the electrical connections then put all back in together
3/15/2019 2:58 PM	karl slifer	So <@U7166QLBW> Was the semirigid extended luke that when you mounted the epoxy ladder?
3/15/2019 6:02 PM	Nathaly Santiesteban	Caps 2 and 4 are working andd the thermometry as well. Preparing for butanol.
3/15/2019 6:13 PM	David Ruth	Did some quality of life changes to labview, including swapping S3 and S1 thermometry to their proper places and fixing calibration of ccx.t1 below 3K
3/15/2019 6:39 PM	Nathaly Santiesteban	Cooling down the fridge to 4K.
3/15/2019 6:45 PM	Lab	<TRANSFER OPEN>
3/15/2019 6:45 PM	Lab	<BACKING PUMP ON>
3/15/2019 6:45 PM	Lab	Run Status: 2.000000
3/15/2019 6:45 PM	Lab	Bypass Status: 2.000000
3/15/2019 6:52 PM	Lab	Bypass Status: 0.250000
3/15/2019 6:52 PM	Lab	Bypass Status: 0.000000
3/15/2019 6:52 PM	Lab	Run Status: 0.000000
3/15/2019 6:52 PM	Lab	Run Status: 0.250000
3/15/2019 6:59 PM	Lab	<BACKING PUMP OFF>
3/15/2019 6:59 PM	Lab	Run Status: 1.000000
3/15/2019 7:10 PM	Elena Long	Comparing measured field to mmwave power from last cooldown. Physics still works! :slightly_smiling_face:  ---  attached=[20190315_190746.jpg]
3/15/2019 7:09 PM	Elena Long	Putting regular doped butanol in Cup #2, high dope in Cup #4
3/15/2019 7:11 PM	Tristan Anderson	:DDDDDDDDD
3/15/2019 7:51 PM	Elena Long	  ---  attached=[img_20190315_195117.jpg]
3/15/2019 7:53 PM	Tristan Anderson	:crossed_fingers::crossed_fingers::crossed_fingers:
3/15/2019 8:09 PM	Lab	<BACKING PUMP ON>
3/15/2019 8:09 PM	Elena Long	Butanol target inserted!
3/15/2019 8:12 PM	Elena Long	There was a spike in temperature when we inserted, which isn't surprising since 90% of the stick was at room temperature. Insertion went nice and easy once the target stick was prepped. The hard part was closing the target cups, because the redesign to add the screws got in the way of the closing clips. Will need to redesign for next time, possibly having the NMR coils on the side opposite where they were this time to make closing the cups under cryogen easier.
3/15/2019 8:34 PM	Elena Long	1600 psi on the dry gas tank
3/15/2019 8:40 PM	Elena Long	The LHe tank seemed empty as the level was dropping as we were trying to fill. Cracking open the last dewar.
3/15/2019 9:08 PM	Elena Long	The 3rd dewar has 193 liters of LHe left
3/15/2019 9:23 PM	Elena Long	Dry gas line is at 1500 psi
3/15/2019 9:27 PM	David Ruth	<https:\/\/docs.google.com\/spreadsheets\/d\/1OSZHD5PvrGRRDoRJAr8HEHdWxwGpMJ4atM366V7kdbg\/edit?usp=sharing>
3/15/2019 9:38 PM	Elena Long	Fill over (overfilled magnet). Dry gas pressure at 1350psi.
3/15/2019 9:49 PM	Long Lab	Turning on mmwaves to f+mm = 11683.5 x 12 MHz and UCA setting to 2 V
3/15/2019 9:50 PM	Long Lab	UCA at 1.958 V =~ 75 mW
3/15/2019 9:51 PM	Long Lab	Ramping mmwaves to FULL POWER
3/15/2019 9:51 PM	Long Lab	I'M GIVEN HER ALL I'VE GOT, CAP'N
3/15/2019 9:55 PM	Long Lab	mmwaves turned off
3/15/2019 9:58 PM	Long Lab	mmwaves back up to full power
3/15/2019 10:00 PM	Nathaly Santiesteban	Butanol enhanced signal  ---  attached=[img_20190315_215540.jpg]
3/15/2019 10:01 PM	Long Lab	mmwaves set to f-mm = 11637.0 x 12 MHz
3/15/2019 10:03 PM	Long Lab	mmwaves set to f+mm = 11683.5 x 12 MHz
3/15/2019 10:07 PM	Long Lab	mmwaves set to f-mm = 11637.0 x 12 MHz
3/15/2019 10:09 PM	Long Lab	mmwaves off (UCA set to 5V)
3/15/2019 10:14 PM	karl slifer	  ---  attached=[image_from_ios.jpg]
3/15/2019 11:40 PM	Lab	<BACKING PUMP OFF>
3/15/2019 11:40 PM	Lab	<TRANSFER CLOSED>
3/16/2019 12:23 AM	Elena Long	Shells almost recovered
3/16/2019 12:24 AM	Lab	Run Status: 0.000000
3/16/2019 2:11 AM	Elena Long	  ---  attached=[20190316_002307.jpg]
3/16/2019 9:05 AM	Elena Long	My estimate for temperature rise wasn't bad
3/16/2019 9:05 AM	Elena Long	My estimate for temperature rise wasn't bad
3/16/2019 9:31 AM	David Ruth	Looks like shells leak is still going though, back up to 10^-2
3/16/2019 9:32 AM	Elena Long	Or we lost one of the turbos
3/16/2019 9:45 AM	David Ruth	shells pressure  ---  attached=[2019-03-16_0942.png]
3/16/2019 9:46 AM	karl slifer	Oh jeez. 
3/16/2019 9:46 AM	David Ruth	
3/16/2019 9:46 AM	karl slifer	Where both turbos still on?
3/16/2019 9:47 AM	Elena Long	Last two photo posts were me. Yes, both turbos are still on.
3/16/2019 9:51 AM	karl slifer	Ah yes, David\u2019s sneaky attempt to take credit for every post in the lab. Oh well, developers privilege. 
3/16/2019 9:49 AM	Elena Long	Cooling/filling the fridge
3/16/2019 9:49 AM	Lab	<TRANSFER OPEN>
3/16/2019 9:50 AM	Elena Long	Shells pressure responded immediately to the separator pump being opened
3/16/2019 9:52 AM	Nathaly Santiesteban	Haha it sounds like David :stuck_out_tongue: 
3/16/2019 9:52 AM	David Ruth	screenshot  ---  attached=[2019-03-16_0950.png]
3/16/2019 9:54 AM	karl slifer	Kindof makes sense. Seems like last nights improvement was just freezing the junk condensed in the upper part of the shells as the helium level in fridge crept up. Then goes bad as the level drops. :man-shrugging::skin-tone-2:
3/16/2019 9:56 AM	David Ruth	I will be on my way in shortly. Not sure what we want to do, though. It sounds like the shells are probably not going to come back
3/16/2019 9:57 AM	David Ruth	At least until things are warm
3/16/2019 9:58 AM	David Ruth	That one was really me
3/16/2019 10:01 AM	Nathaly Santiesteban	Can we attempt to cool fill the magnet and cool the magnet at 4K. See how stable it is. Just like over night, with this shells pressure. And if it is stable, do 4K NMR?
3/16/2019 10:00 AM	Elena Long	We should definitely be able to do that
3/16/2019 10:02 AM	Elena Long	Opened bypass/HE lines
3/16/2019 10:03 AM	Lab	Run Status: 0.250000
3/16/2019 10:03 AM	Lab	Run Status: 0.500000
3/16/2019 10:03 AM	Lab	Bypass Status: 0.250000
3/16/2019 10:03 AM	Lab	Bypass Status: 0.500000
3/16/2019 10:08 AM	karl slifer	TE? Yes, But enhanced? we really really  need to think that through carefully. There is now really nothing separating energy deposited from uwaves and the solenoid. 
3/16/2019 10:17 AM	Nathaly Santiesteban	I see. Can the microwaves pass through all that helium stainless and aluminum?
3/16/2019 10:17 AM	karl slifer	Not microwave. Heat. 
3/16/2019 10:18 AM	Nathaly Santiesteban	What was the increment in the temperature when we had Microwaves? I recall not much, but I don't remember.
3/16/2019 10:18 AM	David Ruth	How quickly can waves turn off? Could we run at 10 percent power and watch the level\/ magnet thermometry?
3/16/2019 10:18 AM	David Ruth	It was 1.1K ish
3/16/2019 10:17 AM	Elena Long	If someone's at the UCA control? In <1s
3/16/2019 10:19 AM	Elena Long	We can run a rough over-estimate calculation of expected boil-off rate if we assume 500% of the mmwaves power is transmitted to heat to get a sense of what to expect
3/16/2019 10:21 AM	Elena Long	And turn on the mmwaves without the magnet on to see what happens
3/16/2019 10:23 AM	Nathaly Santiesteban	Yes, if it is too much. We take TEs and go home :)
3/16/2019 10:23 AM	Elena Long	  ---  attached=[2019-03-16_1020.png]
3/16/2019 10:24 AM	karl slifer	Please do not turn on microwaves with B field on till I get there. There\u2019s plenty of TE work to do and enhanced will be much less valuable without TE anyway. 
3/16/2019 10:25 AM	Elena Long	Roger
3/16/2019 10:49 AM	Elena Long	Nathaly arrived. Opening gate valve and turning on backing pump to help speed up the fridge fill.
3/16/2019 10:49 AM	Lab	<BACKING PUMP ON>
3/16/2019 10:52 AM	Lab	<BACKING PUMP OFF>
3/16/2019 10:55 AM	Elena Long	Gate valve closed. There's still a leak on the fridge o-ring, turning on the backing pump just heated the fridge.
3/16/2019 10:55 AM	Elena Long	screenshot  ---  attached=[2019-03-16_1053.png]
3/16/2019 10:57 AM	Elena Long	<@U70SSTQFL> <@U6ZLDSQ2V> This is neat: The silver lizard VNA lets me do two different frequency sweeps right after the other of any range I want, making it ridiculously easy to tune. This is something I think we could implement in the future for the Q-meter to make tuning it go a lot faster.  ---  attached=[2019-03-16_1052.png]
3/16/2019 11:04 AM	Nathaly Santiesteban	we can confirm the teflon o-ring between the shells and the fridge broke, and as soon as we pull vacuum on them, it stars to pull air inside the fridge. Therefore, we can\u2019t use the baking pumps or roots anymore until we fix it.
3/16/2019 11:06 AM	Nathaly Santiesteban	The status of the o-ring between the shells is unknown, because we can\u2019t hear or see the leaks. But the vacuum of the shells does not seem to get lower of 2mTorr.
3/16/2019 11:21 AM	Nathaly Santiesteban	In my list to do list I want to contact lesker to see if they can cut the iso sealings of the shells and the cross, and make them CF. 
3/16/2019 11:25 AM	Nathaly Santiesteban	Shells getting better.  ---  attached=[img_20190316_112045.jpg]
3/16/2019 11:54 AM	Lab	<FILL START>
3/16/2019 12:11 PM	Lab	<FILL COMPLETE> 27.34 Liters added.
3/16/2019 12:12 PM	Lab	Run Status: 0.750000
3/16/2019 12:12 PM	Lab	Run Status: 1.500000
3/16/2019 12:12 PM	Lab	Run Status: 1.750000
3/16/2019 12:12 PM	Lab	Run Status: 2.000000
3/16/2019 12:12 PM	Lab	Bypass Status: 1.000000
3/16/2019 12:12 PM	Lab	Bypass Status: 1.250000
3/16/2019 12:12 PM	Lab	Bypass Status: 1.750000
3/16/2019 12:12 PM	Lab	Bypass Status: 2.000000
3/16/2019 12:32 PM	Lab	Run Status: 1.750000
3/16/2019 12:32 PM	Lab	Run Status: 0.000000
3/16/2019 12:34 PM	Lab	Bypass Status: 0.250000
3/16/2019 1:03 PM	David Ruth	Moved roots flowmeter to magnet space
3/16/2019 1:42 PM	Elena Long	Got the pop-off connected to the flow meter, turned off the far-side pop-off and it seems to be working. The spike is me opening the pop-off slightly to increase flow to make sure it made sense.  ---  attached=[2019-03-16_1339.png]
3/16/2019 1:43 PM	Lab	<TRANSFER CLOSED>
3/16/2019 1:43 PM	Lab	Bypass Status: 0.000000
3/16/2019 1:46 PM	David Ruth	Roots flow meter is now hooked up to the pop-off for the main magnet space to measure helium loss flow rate.
3/16/2019 1:48 PM	Elena Long	Switching logbook name to not keep giving David credit... ;-)
3/16/2019 1:50 PM	Elena Long	Turning on separator and opening fridge transfer line to put a bit more LHe in the fridge because I see it getting towards the nose
3/16/2019 1:50 PM	Lab	<TRANSFER OPEN>
3/16/2019 1:52 PM	Lab	Bypass Status: 0.250000
3/16/2019 1:57 PM	Elena Long	Unsurprisingly, filling the fridge leads to lower over-pressuring flow through the magnet  ---  attached=[2019-03-16_1354.png]
3/16/2019 2:07 PM	Lab	<TRANSFER CLOSED>
3/16/2019 2:07 PM	Elena Long	Fridge fill complete
3/16/2019 2:11 PM	Elena Long	Things look stable at the moment, going to turn on the mmwaves to see what changes
3/16/2019 2:15 PM	Elena Long	Before  ---  attached=[2019-03-16_1412.png]
3/16/2019 2:14 PM	Elena Long	mmwaves on full power
3/16/2019 2:16 PM	Elena Long	No change in anything
3/16/2019 2:19 PM	Elena Long	screenshot after  ---  attached=[2019-03-16_1417.png]
3/16/2019 2:21 PM	Elena Long	mmwaves on zoomed plots  ---  attached=[2019-03-16_1419_zoom.png]
3/16/2019 2:24 PM	Elena Long	I know the mmwaves are on and at least partially aligned because I can see them warming up or interacting with CCS.T3  ---  attached=[2019-03-16_1422.png]
3/16/2019 2:23 PM	Elena Long	Cernox doesn't seem the be affected by mmwaves, but the CCS is
3/16/2019 2:25 PM	karl slifer	What about ccs vs cernox? 
3/16/2019 2:25 PM	karl slifer	Ok
3/16/2019 2:27 PM	Elena Long	Cernox in red, CCS in purple, you can clearly see the CCS influenced by turning the mmwaves on and off, no change in temp on the CCS  ---  attached=[2019-03-16_1425.png]
3/16/2019 2:27 PM	Elena Long	<@U718TESMV> Can I try to ramp to 0.5T?
3/16/2019 2:28 PM	Elena Long	Or at least 0.1?
3/16/2019 2:28 PM	Elena Long	Everything seems stable
3/16/2019 2:30 PM	Elena Long	Attempting Earth-Field NMR on VNA
3/16/2019 2:43 PM	Elena Long	1.5 kHz is a REALLY LONG 1\/2 lambda, not sure if we have enough cable to tune there
3/16/2019 2:43 PM	karl slifer	Very cool!
3/16/2019 2:44 PM	karl slifer	Cernox seems pretty impressive. Seemed equally unaffected by the Bfield. 
3/16/2019 2:49 PM	karl slifer	I think its a very bad idea but yes you can if you have that strong an urge to risk it. And yes after that when you want to increase. But you owe me a solenoid if it quenches :) 
3/16/2019 2:49 PM	Elena Long	Deal
3/16/2019 2:52 PM	Elena Long	We might be seeing earth-field EPR? difficult to tell, but there's a peak in that ballpark
3/16/2019 2:53 PM	Elena Long	earth field nmr? epr?  ---  attached=[2019-03-16_1450.png]
3/16/2019 2:55 PM	Elena Long	Screenshot before turning on switch heater  ---  attached=[2019-03-16_1453.png]
3/16/2019 2:56 PM	Elena Long	That was with mmwaves turned on the full time. Turning off mmwaves.
3/16/2019 2:57 PM	Elena Long	Turning on heater switch
3/16/2019 2:58 PM	Elena Long	A spike in M.LM from turning it on due to the extra voltage, but it recovered very quickly
3/16/2019 2:59 PM	Elena Long	  ---  attached=[2019-03-16_1456.png]
3/16/2019 2:59 PM	Elena Long	Ramping to 0.05 T
3/16/2019 2:58 PM	Lab	<TRANSFER OPEN>
3/16/2019 3:10 PM	Lab	<TRANSFER CLOSED>
3/16/2019 3:17 PM	Lab	<FILL START>
3/16/2019 3:23 PM	Lab	<FILL COMPLETE> 12.72 Liters added.
3/16/2019 3:26 PM	Elena Long	screenshot after fill  ---  attached=[2019-03-16_1524.png]
3/16/2019 3:26 PM	Elena Long	Beginning ramp to 0.05 T
